Unnamed: 0,tweet_id,text,favorite_count,retweet_count,created_at,tweetos,text_lem,sentiment_compound_polarity,sentiment_neutral,sentiment_negative,sentiment_pos,sentiment_type
1463,1.28713E+18,RT #covid_19 #coronavirus #memes #funnymemes #dontgiveup #sundayroast #media #goodmorning #newmemes #amitabhbachchan #hap…,0,1,Sat Jul 25 20:51:59 +0000 2020,other,covid     coronavirus  memes  funnymemes  dontgiveup  sundayroast  media  goodmorning  newmemes  amitabhbachchan  hap,0,1,0,0,NEUTRAL
1466,1.28713E+18,#covid_19 #coronavirus #memes #funnymemes #dontgiveup #sundayroast #media #goodmorning #newmemes #amitabhbachchan…,1,1,Sat Jul 25 20:46:20 +0000 2020,other,covid     coronavirus  memes  funnymemes  dontgiveup  sundayroast  media  goodmorning  newmemes  amitabhbachchan,0,1,0,0,NEUTRAL
1471,1.28712E+18,RT God and Doggo conversation leaked. God: You shall remain loyal to your human. Dog: My human is the best and I love hi…,0,1,Sat Jul 25 20:34:16 +0000 2020,other,God and Doggo conversation leaked  God  You shall remain loyal to your human  Dog  My human is the best and I love hi,0.9246,0.486,0.066,0.449,POSITIVE
1472,1.28712E+18,Senior fatality no. 142 RIP Dr Ganesh Prasad Additional CMO Prayagraj Succumbed to covid 19 today at Mohak Hospit…,5,2,Sat Jul 25 20:32:24 +0000 2020,other,Senior fatality no      RIP Dr Ganesh Prasad Additional CMO Prayagraj Succumbed to covid    today at Mohak Hospit,-0.7717,0.691,0.309,0,NEGATIVE
1473,1.28712E+18,"Haryana reports 7 more COVID-19 deaths; tally crosses 30,000-mark",0,0,Sat Jul 25 20:31:41 +0000 2020,other,Haryana reports   more COVID    deaths  tally crosses        mark,0,1,0,0,NEUTRAL
1477,1.28712E+18,RT 19-year-old rapes teenager at Covid centre in Delhi via,0,15,Sat Jul 25 20:27:46 +0000 2020,other,year old rapes teenager at Covid centre in Delhi via,-0.6705,0.69,0.31,0,NEGATIVE
1480,1.28712E+18,"RT Record 42 COVID-19 fatalities in Bengal push death toll to 1,332; caseload rises to 56,377 with 2,404 fresh infections: Offic…",0,15,Sat Jul 25 20:26:51 +0000 2020,other,Record    COVID    fatalities in Bengal push death toll to        caseload rises to        with       fresh infections  Offic,-0.7579,0.581,0.324,0.095,NEGATIVE
1481,1.28712E+18,How low will we stoop? Toxic mentality will harm more than covid-19 #COVIDー19 #Delhi #India,0,0,Sat Jul 25 20:25:13 +0000 2020,other,How low will we stoop  Toxic mentality will harm more than covid     COVID     Delhi  India,-0.6808,0.699,0.301,0,NEGATIVE
1482,1.28712E+18,"RT Bihar’s Covid-19 count reaches 36,314 with record 2,803 new cases",0,1,Sat Jul 25 20:25:05 +0000 2020,other,Bihar s Covid    count reaches        with record       new cases,0.0516,0.87,0,0.13,POSITIVE
1485,1.28712E+18,This covid-19 thing has been harsh. But don't forget good people and good vibes are still alive. Stay…,1,0,Sat Jul 25 20:22:17 +0000 2020,@jackdaddy_c,This covid    thing has been harsh  But don t forget good people and good vibes are still alive  Stay,0.5574,0.496,0.183,0.321,POSITIVE
1488,1.28712E+18,RT A small step of caution plays a big role in ensuring not just our safety but safety of others as well. Watch to know how! #S…,0,7,Sat Jul 25 20:21:27 +0000 2020,other,A small step of caution plays a big role in ensuring not just our safety but safety of others as well  Watch to know how   S,0.0093,0.647,0.159,0.194,POSITIVE
1490,1.28712E+18,"RT India conducts record number of 4,20,000 #Covid_19 tests in single day.",0,35,Sat Jul 25 20:17:26 +0000 2020,other,India conducts record number of           Covid    tests in single day,0.0772,0.885,0,0.115,POSITIVE
1498,1.28712E+18,Diagnostic kits‘ import licence of 3 Indian firms cancelled after US action,0,0,Sat Jul 25 20:11:43 +0000 2020,other,Diagnostic kits  import licence of   Indian firms cancelled after US action,-0.25,0.833,0.167,0,NEGATIVE
1501,1.28712E+18,RT in conversation with about caring for #mentalhealth and #wellbeing post #COVID__19. #mindspace…,0,2,Sat Jul 25 20:11:07 +0000 2020,other,in conversation with about caring for  mentalhealth and  wellbeing post  COVID       mindspace,0.4939,0.789,0,0.211,POSITIVE
1503,1.28712E+18,"Dear Sir, We appreciate your patience and apologies for the delay, as we are experiencing high volu…",0,0,Sat Jul 25 20:09:12 +0000 2020,@AnishaJoseph15,Dear Sir  We appreciate your patience and apologies for the delay  as we are experiencing high volu,0.4588,0.648,0.106,0.245,POSITIVE
1507,1.28712E+18,What’s the best way to Deal With COVID 19 ?,6,0,Sat Jul 25 20:07:55 +0000 2020,other,What s the best way to Deal With COVID,0.6369,0.625,0,0.375,POSITIVE
1512,1.28712E+18,RT Telangana HC directed the Twitter to file a counter affidavit in the PIL filed seeking removal of Islamophobic posts linki…,0,7,Sat Jul 25 20:00:20 +0000 2020,other,Telangana HC directed the Twitter to file a counter affidavit in the PIL filed seeking removal of Islamophobic posts linki,0,1,0,0,NEUTRAL
1513,1.28712E+18,"RT Extensive drive being carried out in the area of PS Jyoti Nagar , bhajan pura to curb Covid 19 violations . Also awaren…",0,5,Sat Jul 25 19:58:41 +0000 2020,other,Extensive drive being carried out in the area of PS Jyoti Nagar   bhajan pura to curb Covid    violations   Also awaren,-0.5267,0.855,0.145,0,NEGATIVE
1514,1.28712E+18,Covid testing in India hits record high,0,0,Sat Jul 25 19:58:32 +0000 2020,other,Covid testing in India hits record high,0,1,0,0,NEUTRAL
1515,1.28712E+18,"RT #RIP CORONA WARRIORS Dr. L. N. Chauhan, Senior Obstetrician and Gynecologist from Vadodara (past HOD at SSGH, past Su…",0,32,Sat Jul 25 19:58:28 +0000 2020,other,RIP CORONA WARRIORS Dr  L  N  Chauhan  Senior Obstetrician and Gynecologist from Vadodara  past HOD at SSGH  past Su,0,1,0,0,NEUTRAL
1527,1.28711E+18,"RT My plea to the Govt is, this is a time of national crisis, not a time to play politics. This is not a BJP vs Congress issue.…",0,3284,Sat Jul 25 19:46:08 +0000 2020,other,My plea to the Govt is  this is a time of national crisis  not a time to play politics  This is not a BJP vs Congress issue,-0.7299,0.789,0.211,0,NEGATIVE
1529,1.28711E+18,RT Aurangabad के 5 अौर Govt. Hospitals Covid-19+ का Sample Collect करने हेतु Authorised,0,2,Sat Jul 25 19:44:46 +0000 2020,other,Aurangabad          Govt  Hospitals Covid        Sample Collect           Authorised,0,1,0,0,NEUTRAL
1532,1.28711E+18,India's Covid-19 case fatality rate drops to 2.38%; recovery rate rises to 63.3%,0,0,Sat Jul 25 19:40:24 +0000 2020,other,India s Covid    case fatality rate drops to        recovery rate rises to,-0.6705,0.69,0.31,0,NEGATIVE
1537,1.28711E+18,India's Covid-19 case fatality rate drops to 2.38%; recovery rate rises to 63.3% via NaMo…,6,0,Sat Jul 25 19:38:34 +0000 2020,other,India s Covid    case fatality rate drops to        recovery rate rises to       via NaMo,-0.6705,0.727,0.273,0,NEGATIVE
1538,1.28711E+18,"We should boycott all the movies is being made by alleged criminals , Director, Old age actor…",3,0,Sat Jul 25 19:37:53 +0000 2020,@ianuragbisht,We should boycott all the movies is being made by alleged criminals   Director  Old age actor,-0.7184,0.7,0.3,0,NEGATIVE
1540,1.28711E+18,India’s Daily COVID-19 Tests Up To 4.2 Lakh Amid Alarming Infection Rate,0,0,Sat Jul 25 19:36:58 +0000 2020,other,India s Daily COVID    Tests Up To     Lakh Amid Alarming Infection Rate,-0.128,0.87,0.13,0,NEGATIVE
1544,1.28711E+18,"Exclusive! Hema Malini, Rakesh Roshan, Paresh Rawal, Surekha Sikri On 'Should 65 Plus Actors Be Allowed To Shoot In…",0,0,Sat Jul 25 19:34:32 +0000 2020,other,Exclusive  Hema Malini  Rakesh Roshan  Paresh Rawal  Surekha Sikri On  Should    Plus Actors Be Allowed To Shoot In,-0.2263,0.804,0.121,0.075,NEGATIVE
1549,1.28711E+18,RT सर जब तक covid-19 कि situation थिक होगी तब तक काफ़ी देर हो चुकी होगी और हम सब को collage मे admission भी लेना है हमको…,0,19,Sat Jul 25 19:32:34 +0000 2020,other,covid       situation                                                   collage    admission,0,1,0,0,NEUTRAL
1550,1.28711E+18,RT We are in big problem as you know COVID-19 is increasing day by day and no one want to sufferers with this virus. We a…,0,65,Sat Jul 25 19:32:31 +0000 2020,other,We are in big problem as you know COVID    is increasing day by day and no one want to sufferers with this virus  We a,-0.7906,0.686,0.271,0.042,NEGATIVE
1551,1.28711E+18,"#COVID-19 25.07.20 1/2 Today number of new cases is 48,479. Note - Telangana has not published the daily bulletin o…",2,0,Sat Jul 25 19:32:21 +0000 2020,other,COVID                 Today number of new cases is         Note   Telangana has not published the daily bulletin o,0.0772,0.915,0,0.085,POSITIVE
1557,1.28711E+18,RT (2/n) 3:- They want to spread propaganda about PLA invading LAC. Just to let down Modi. 4:- They want india to be destr…,0,3,Sat Jul 25 19:31:04 +0000 2020,other,n      They want to spread propaganda about PLA invading LAC  Just to let down Modi      They want india to be destr,-0.1027,0.796,0.088,0.115,NEGATIVE
1558,1.28711E+18,Three day lockdown in Tripura from Monday to curb spurt in Covid-19 cases,0,0,Sat Jul 25 19:31:03 +0000 2020,other,Three day lockdown in Tripura from Monday to curb spurt in Covid    cases,0,1,0,0,NEUTRAL
1560,1.28711E+18,"14-yr-old is Goa’s youngest Covid-19 victim; positive cases rise to 4,686 – india news",0,0,Sat Jul 25 19:30:02 +0000 2020,other,yr old is Goa s youngest Covid    victim  positive cases rise to         india news,0.3612,0.659,0.126,0.216,POSITIVE
1564,1.28711E+18,3 cops die of Covid-19 in Maharashtra in 24 hours; state police death toll touches 93,0,0,Sat Jul 25 19:26:55 +0000 2020,other,cops die of Covid    in Maharashtra in    hours  state police death toll touches,-0.8316,0.585,0.415,0,NEGATIVE
1568,1.28711E+18,"RT My story Serum Institute of India seeks DCGI's nod for phase 2, 3 clinical trials of Oxford's COVID-19 'vaccine'…",0,3,Sat Jul 25 19:25:23 +0000 2020,other,My story Serum Institute of India seeks DCGI s nod for phase      clinical trials of Oxford s COVID     vaccine,0,1,0,0,NEUTRAL
1571,1.28711E+18,"RT &amp; for all this pain, there is just one person to blame super spreader of the Chinese virus.",0,1,Sat Jul 25 19:24:50 +0000 2020,other,amp  for all this pain  there is just one person to blame super spreader of the Chinese virus,-0.3346,0.611,0.24,0.149,NEGATIVE
1573,1.28711E+18,RT Take a look at how all the necessary preventive measures against #COVID_19 are at place at,0,40,Sat Jul 25 19:22:40 +0000 2020,other,Take a look at how all the necessary preventive measures against  COVID    are at place at,0,1,0,0,NEUTRAL
1575,1.28711E+18,"3) COVID-19 cases are rising every day in the state, bringing students together at a place to appear…",0,0,Sat Jul 25 19:21:06 +0000 2020,@nidhiindiatv,COVID    cases are rising every day in the state  bringing students together at a place to appear,0,1,0,0,NEUTRAL
1576,1.28711E+18,Hahaha!! I keep telling people gore kwano guideline keeper is Covid-19 itself. We don't even need permits. Go mo mo…,1,0,Sat Jul 25 19:21:03 +0000 2020,other,Hahaha   I keep telling people gore kwano guideline keeper is Covid    itself  We don t even need permits  Go mo mo,0.5574,0.833,0,0.167,POSITIVE
1578,1.28711E+18,"Just because you have antibodies doesn't mean you are protected from Covid-19, so follow social distancing and prop…",1,0,Sat Jul 25 19:19:44 +0000 2020,other,Just because you have antibodies doesn t mean you are protected from Covid     so follow social distancing and prop,0.4404,0.854,0,0.146,POSITIVE
1581,1.28711E+18,RT The fourth session in the webinar series being conducted by in collaboration with is on Econ…,0,1,Sat Jul 25 19:19:02 +0000 2020,other,The fourth session in the webinar series being conducted by in collaboration with is on Econ,0,1,0,0,NEUTRAL
1586,1.2871E+18,"Dereliction of duty will cost the state dear in its fight against Covid-19, says Maharashtra CM",0,0,Sat Jul 25 19:16:56 +0000 2020,other,Dereliction of duty will cost the state dear in its fight against Covid     says Maharashtra CM,0,0.729,0.135,0.135,NEUTRAL
1587,1.2871E+18,29 from Mumbai’s Mankhurd facility for special people test positive for Covid-19,0,0,Sat Jul 25 19:16:55 +0000 2020,other,from Mumbai s Mankhurd facility for special people test positive for Covid,0.743,0.588,0,0.412,POSITIVE
1589,1.2871E+18,No one's asking for varities but then the quality of rice or the rajmah can be seen in…,0,0,Sat Jul 25 19:16:51 +0000 2020,@DilmeraIndia,No one s asking for varities but then the quality of rice or the rajmah can be seen in,-0.1531,0.914,0.086,0,NEGATIVE
1590,1.2871E+18,"RT 244 fresh Covid-19 cases take Uttarakhand closer to 6,000-mark – india news",0,1,Sat Jul 25 19:16:29 +0000 2020,other,fresh Covid    cases take Uttarakhand closer to       mark   india news,0.3182,0.813,0,0.187,POSITIVE
1591,1.2871E+18,"RT PM to begin Ram temple construction at 12.30pm, August 5 With questions being raised about the groundbrea…",0,12,Sat Jul 25 19:16:16 +0000 2020,other,PM to begin Ram temple construction at      pm  August   With questions being raised about the groundbrea,0,1,0,0,NEUTRAL
1597,1.2871E+18,"i have a joke on covid-19, but it's already viral #ihavejoke #trending",2,0,Sat Jul 25 19:12:13 +0000 2020,other,i have a joke on covid     but it s already viral  ihavejoke  trending,0.1531,0.849,0,0.151,POSITIVE
1598,1.2871E+18,"14-yr-old is Goa’s youngest Covid-19 victim; positive cases rise to 4,686",0,0,Sat Jul 25 19:11:55 +0000 2020,other,yr old is Goa s youngest Covid    victim  positive cases rise to,0.3612,0.612,0.143,0.245,POSITIVE
1599,1.2871E+18,Lalu’s swab samples taken for Covid-19 test as precautionary measure,2,0,Sat Jul 25 19:11:55 +0000 2020,other,Lalu s swab samples taken for Covid    test as precautionary measure,0,1,0,0,NEUTRAL
1603,1.2871E+18,"Over 3,000 COVID-19 Patients Untraceable In Bengaluru Amid Huge Spike",0,0,Sat Jul 25 19:10:10 +0000 2020,other,Over       COVID    Patients Untraceable In Bengaluru Amid Huge Spike,0.3182,0.777,0,0.223,POSITIVE
1607,1.2871E+18,"RT I need blood plasma for my father immediately. the persons who have recovered from covid-19 and has blood group of B+, AB…",0,2,Sat Jul 25 19:08:47 +0000 2020,other,I need blood plasma for my father immediately  the persons who have recovered from covid    and has blood group of B   AB,0,1,0,0,NEUTRAL
1609,1.2871E+18,"#Bihar has half the population of UP. As of July 21, UP has 146 testing centres and Bihar has 48. Less than one thi…",3,1,Sat Jul 25 19:07:43 +0000 2020,other,Bihar has half the population of UP  As of July     UP has     testing centres and Bihar has     Less than one thi,0,1,0,0,NEUTRAL
1617,1.2871E+18,RT Coronavirus: The dilemma of Covid-19’s second wave The thought of having to do it all over again is something world lea…,0,8,Sat Jul 25 19:05:53 +0000 2020,other,Coronavirus  The dilemma of Covid    s second wave The thought of having to do it all over again is something world lea,-0.1779,0.925,0.075,0,NEGATIVE
1619,1.2871E+18,"RT Government schools in Punjab will not charge any admission, re-admission and tuition fee from students for the 2020-21 ac…",0,13,Sat Jul 25 19:05:34 +0000 2020,other,Government schools in Punjab will not charge any admission  re admission and tuition fee from students for the         ac,0,1,0,0,NEUTRAL
1621,1.2871E+18,Dear Sir ji really inspired by you and really feel that this inspiration take me to where I want to see…,0,0,Sat Jul 25 19:04:18 +0000 2020,other,Dear Sir ji really inspired by you and really feel that this inspiration take me to where I want to see,0.8858,0.584,0,0.416,POSITIVE
1622,1.2871E+18,RT Pls cancel the exam ....or take appropriate step withi…,0,5,Sat Jul 25 19:04:07 +0000 2020,other,Pls cancel the exam     or take appropriate step withi,-0.1779,0.708,0.177,0.115,NEGATIVE
1624,1.2871E+18,Emirates becomes the world's first airline to cover passengers' medical and quarantine costs if they catch Covid-19.,1,0,Sat Jul 25 19:03:14 +0000 2020,other,Emirates becomes the world s first airline to cover passengers  medical and quarantine costs if they catch Covid,0,1,0,0,NEUTRAL
1629,1.2871E+18,Everyone is aware of the aftermaths of Covid-19 and its still not over. People have lost their jobs and businesses…,0,0,Sat Jul 25 19:01:25 +0000 2020,other,Everyone is aware of the aftermaths of Covid    and its still not over  People have lost their jobs and businesses,-0.3182,0.892,0.108,0,NEGATIVE
1630,1.2871E+18,"RT For tourism everywhere, it is definitely going to be ‘vocal for local’ | #Travel #tourism #survey #SimonKucher #Japan #It…",0,1,Sat Jul 25 19:01:24 +0000 2020,other,For tourism everywhere  it is definitely going to be  vocal for local     Travel  tourism  survey  SimonKucher  Japan  It,0.4019,0.87,0,0.13,POSITIVE
1634,1.2871E+18,"For tourism everywhere, it is definitely going to be ‘vocal for local’ | #Travel #tourism #survey #SimonKucher…",0,1,Sat Jul 25 19:00:53 +0000 2020,other,For tourism everywhere  it is definitely going to be  vocal for local     Travel  tourism  survey  SimonKucher,0.4019,0.847,0,0.153,POSITIVE
1635,1.2871E+18,COVID-19 and school kids: 'There will be transmission' experts say. But how sick will they get?,0,0,Sat Jul 25 19:00:15 +0000 2020,other,COVID    and school kids   There will be transmission  experts say  But how sick will they get,-0.5106,0.82,0.18,0,NEGATIVE
1636,1.2871E+18,"Quebec records 171 new COVID-19 cases, three more deaths",0,0,Sat Jul 25 19:00:14 +0000 2020,other,Quebec records     new COVID    cases  three more deaths,0,1,0,0,NEUTRAL
1639,1.2871E+18,199 Ballia jail inmates test corona positive in Uttar Pradesh. This comes a day after 70 inmates tested positive f…,1,0,Sat Jul 25 18:59:19 +0000 2020,other,Ballia jail inmates test corona positive in Uttar Pradesh  This comes a day after    inmates tested positive f,0.802,0.66,0,0.34,POSITIVE
1642,1.2871E+18,"Pls focus on #Covid_19 spread across the country,it is mainly spreading because your people are not following socia…",0,0,Sat Jul 25 18:58:27 +0000 2020,other,Pls focus on  Covid    spread across the country it is mainly spreading because your people are not following socia,0.0772,0.933,0,0.067,POSITIVE
1644,1.2871E+18,extra emphasis on slum areas might have tackled #CoronavirusOutbreak but the non-slum areas seem to hav…,2,0,Sat Jul 25 18:58:19 +0000 2020,.@bmcbbsr's,extra emphasis on slum areas might have tackled  CoronavirusOutbreak but the non slum areas seem to hav,0,1,0,0,NEUTRAL
1646,1.2871E+18,"RT During COVID 19 lockdown, Mahaveer Kumawat in one of our villages (Dadawat, Asind Bhilwara) built this low cost tiller…",0,1095,Sat Jul 25 18:58:15 +0000 2020,other,During COVID    lockdown  Mahaveer Kumawat in one of our villages  Dadawat  Asind Bhilwara  built this low cost tiller,-0.3346,0.883,0.117,0,NEGATIVE
1653,1.2871E+18,The Great #Innovation Deceleration- Our response to #Covid_19 #pandemic could damage #World ’s collective brain as…,0,0,Sat Jul 25 18:56:15 +0000 2020,other,The Great  Innovation Deceleration  Our response to  Covid     pandemic could damage  World  s collective brain as,0.5423,0.548,0.146,0.306,POSITIVE
1655,1.2871E+18,Watch: A #CoronaWarrior dances on Bhangra while wearing #PPE kit sets. What a way to spread positivity and joy amon…,0,0,Sat Jul 25 18:55:23 +0000 2020,other,Watch  A  CoronaWarrior dances on Bhangra while wearing  PPE kit sets  What a way to spread positivity and joy amon,0.7964,0.693,0,0.307,POSITIVE
1656,1.2871E+18,Nice boys played well 🤭😂 Please I request you to teach a good lesson to Modi ji because he can't even…,1,0,Sat Jul 25 18:55:14 +0000 2020,@YusufMoeed,Nice boys played well    Please I request you to teach a good lesson to Modi ji because he can t even,0.8885,0.51,0,0.49,POSITIVE
1657,1.2871E+18,RT Assam and North East has been treated appallingly by the BJP government. Activists were arrested during CAA protests an…,0,1,Sat Jul 25 18:54:34 +0000 2020,other,Assam and North East has been treated appallingly by the BJP government  Activists were arrested during CAA protests an,-0.7906,0.68,0.32,0,NEGATIVE
1660,1.2871E+18,"Governor seeks help of PGIMER, Chandigarh in combating COVID-19",0,0,Sat Jul 25 18:53:29 +0000 2020,other,Governor seeks help of PGIMER  Chandigarh in combating COVID,0.4019,0.748,0,0.252,POSITIVE
1661,1.2871E+18,RT MP Congress seeks ballot paper voting in bypolls citing COVID-19 - The Week,0,7,Sat Jul 25 18:52:43 +0000 2020,other,MP Congress seeks ballot paper voting in bypolls citing COVID      The Week,0,1,0,0,NEUTRAL
1662,1.2871E+18,RT Wolfsburg defender Kevin Mbabu tests positive for COVID-19,0,1,Sat Jul 25 18:52:15 +0000 2020,other,Wolfsburg defender Kevin Mbabu tests positive for COVID,0.6124,0.583,0,0.417,POSITIVE
1663,1.2871E+18,RT Sourav Ganguly tests negative for COVID-19,0,1,Sat Jul 25 18:51:22 +0000 2020,other,Sourav Ganguly tests negative for COVID,-0.5719,0.619,0.381,0,NEGATIVE
1665,1.2871E+18,"RT When ji warned BJP Government about the serious threat of #Covid_19, Prime Minister Narendra Modi was eati…",0,53,Sat Jul 25 18:51:16 +0000 2020,other,When ji warned BJP Government about the serious threat of  Covid     Prime Minister Narendra Modi was eati,-0.7003,0.688,0.312,0,NEGATIVE
1666,1.2871E+18,RT Spanish club Fuenlabrada confirm 12 new cases of COVID-19,0,1,Sat Jul 25 18:51:15 +0000 2020,other,Spanish club Fuenlabrada confirm    new cases of COVID,0,1,0,0,NEUTRAL
1667,1.2871E+18,RT The coronavirus has exposed the weaknesses in health systems across India. Patients treated for Covid-19 in private hospitals…,0,5,Sat Jul 25 18:51:14 +0000 2020,other,The coronavirus has exposed the weaknesses in health systems across India  Patients treated for Covid    in private hospitals,-0.4215,0.817,0.183,0,NEGATIVE
1668,1.2871E+18,"#DilBecharaCreatesHistory I Request and After The Covid 19 ends, And In Upcoming day…",0,0,Sat Jul 25 18:51:09 +0000 2020,other,DilBecharaCreatesHistory I Request and After The Covid    ends  And In Upcoming day,0,1,0,0,NEUTRAL
1669,1.2871E+18,I guess the and his ministers are still hungover from birthday celebrations that they forgot…,1,0,Sat Jul 25 18:51:01 +0000 2020,other,I guess the and his ministers are still hungover from birthday celebrations that they forgot,0,1,0,0,NEUTRAL
1671,1.2871E+18,RT Ace sprinter #HimaDas dedicates the upgraded gold medal of the mixed relay event at the 2018 Asian Games to the #CoronaWarr…,0,37,Sat Jul 25 18:50:36 +0000 2020,other,Ace sprinter  HimaDas dedicates the upgraded gold medal of the mixed relay event at the      Asian Games to the  CoronaWarr,0.4767,0.866,0,0.134,POSITIVE
1672,1.2871E+18,"""Is this virus going to go away? And the answer to that is 'no',"" says Karron, the vaccine expert at Johns Hopkins.…",0,0,Sat Jul 25 18:49:49 +0000 2020,other,Is this virus going to go away  And the answer to that is  no    says Karron  the vaccine expert at Johns Hopkins,-0.296,0.905,0.095,0,NEGATIVE
1674,1.2871E+18,RT #DrKafeelKhan must be free to fight #Covid_19 and save the life of young children. Detaining him under NSA is illegal and po…,0,3,Sat Jul 25 18:49:30 +0000 2020,other,DrKafeelKhan must be free to fight  Covid    and save the life of young children  Detaining him under NSA is illegal and po,-0.5106,0.525,0.286,0.19,NEGATIVE
1675,1.2871E+18,"#Haryana: +783 Madhya Pradesh: +716 #Odisha: +1,320 #Kerala: +1,103 Jammu and Kashmir: +523 Punjab: +468 #Jharkhand…",0,0,Sat Jul 25 18:49:10 +0000 2020,other,Haryana       Madhya Pradesh        Odisha          Kerala         Jammu and Kashmir       Punjab        Jharkhand,0,1,0,0,NEUTRAL
1680,1.2871E+18,RT Thank you ji for donating PPE kits &amp; other items which's been further donated to Doctors working in Covid-…,0,3,Sat Jul 25 18:47:43 +0000 2020,other,Thank you ji for donating PPE kits  amp  other items which s been further donated to Doctors working in Covid,0.3612,0.884,0,0.116,POSITIVE
1682,1.2871E+18,In Last Science will won ... Vaccine na to Makka s aaygi na Vatican City s na Amarnath s... Vaccine aaygi to sirf S…,1,0,Sat Jul 25 18:47:08 +0000 2020,other,In Last Science will won     Vaccine na to Makka s aaygi na Vatican City s na Amarnath s    Vaccine aaygi to sirf S,0.5719,0.829,0,0.171,POSITIVE
1685,1.2871E+18,"244 fresh Covid-19 cases take Uttarakhand closer to 6,000-mark",1,0,Sat Jul 25 18:46:56 +0000 2020,other,fresh Covid    cases take Uttarakhand closer to       mark,0.3182,0.753,0,0.247,POSITIVE
1690,1.2871E+18,#DrKafeelKhan must be free to fight #Covid_19 and save the life of young children. Detaining him under NSA is illeg…,4,3,Sat Jul 25 18:45:07 +0000 2020,other,DrKafeelKhan must be free to fight  Covid    and save the life of young children  Detaining him under NSA is illeg,0.5994,0.651,0.1,0.249,POSITIVE
1703,1.2871E+18,It Seems #Covid_19 test sensitivity of kit is low.,0,1,Sat Jul 25 18:40:35 +0000 2020,other,It Seems  Covid    test sensitivity of kit is low,-0.2732,0.792,0.208,0,NEGATIVE
1709,1.28709E+18,#Coronavirus: The dilemma of Covid-19’s second wave The thought of having to do it all over again is something wo…,0,0,Sat Jul 25 18:38:09 +0000 2020,other,Coronavirus  The dilemma of Covid    s second wave The thought of having to do it all over again is something wo,-0.1779,0.918,0.082,0,NEGATIVE
1710,1.28709E+18,RT In the second article in our six-part series that is looking at how the COVID-19 pandemic is playing out in the BRICS cou…,0,5,Sat Jul 25 18:37:20 +0000 2020,other,In the second article in our six part series that is looking at how the COVID    pandemic is playing out in the BRICS cou,0.2023,0.93,0,0.07,POSITIVE
1713,1.28709E+18,"#ModiTubelightHai देश की जनता को हर रोज नए नए जुमलों से कुछ छड़ के लिए फेकु खुश किया, जैसे.. 1. 100 smart cities 2…",1,0,Sat Jul 25 18:36:16 +0000 2020,other,ModiTubelightHai                                                                                   smart cities,0.4019,0.426,0,0.574,POSITIVE
1719,1.28709E+18,"RT This handbook has been assembled by a group of young researchers, whose efforts are gratefully acknowledged. Here is the…",0,45,Sat Jul 25 18:35:00 +0000 2020,other,This handbook has been assembled by a group of young researchers  whose efforts are gratefully acknowledged  Here is the,0.4767,0.853,0,0.147,POSITIVE
1724,1.28709E+18,"पंजाब में नौ और कोविड-19 मरीजों की मौत, संक्रमण के 468 नये मामले सामने #Punjab #CoronaVirusUpdates #lokmatnews",0,0,Sat Jul 25 18:34:16 +0000 2020,other,Punjab  CoronaVirusUpdates  lokmatnews,0,1,0,0,NEUTRAL
1733,1.28709E+18,RT Breaking: Khar-Based Polyamorist Informs COVID-19 Specialist That He's Poly Immediately After Getting Hospitalised,0,7,Sat Jul 25 18:31:31 +0000 2020,other,Breaking  Khar Based Polyamorist Informs COVID    Specialist That He s Poly Immediately After Getting Hospitalised,0,1,0,0,NEUTRAL
1734,1.28709E+18,Pls cancel the exam ....or take appropriate step within time...O…,7,17,Sat Jul 25 18:30:56 +0000 2020,@_anujsinghal,Pls cancel the exam     or take appropriate step within time   O,-0.1779,0.708,0.177,0.115,NEGATIVE
1739,1.28709E+18,"Mental health: ‘Spike in self-harm, suicide ideation amid Covid-19 pandemic’ Mental health experts are dealing wit…",65,16,Sat Jul 25 18:30:00 +0000 2020,other,Mental health   Spike in self harm  suicide ideation amid Covid    pandemic  Mental health experts are dealing wit,-0.8402,0.652,0.348,0,NEGATIVE
1746,1.28709E+18,Pls cancel the exam ....or take appropriate step…,5,14,Sat Jul 25 18:28:23 +0000 2020,@Ritikra23678311,Pls cancel the exam     or take appropriate step,-0.1779,0.645,0.215,0.14,NEGATIVE
1747,1.28709E+18,"Covid-19 cases have gone down, but fight not over yet: Delhi CM Kejriwal (via: ""Attained…",0,0,Sat Jul 25 18:27:58 +0000 2020,other,Covid    cases have gone down  but fight not over yet  Delhi CM Kejriwal  via   Attained,-0.5267,0.805,0.195,0,NEGATIVE
1751,1.28709E+18,"Coronavirus Delhi COVID-19 Recovery Rate Crosses 87%, Active Cases Lowest In 7 Weeks",0,0,Sat Jul 25 18:27:08 +0000 2020,other,Coronavirus Delhi COVID    Recovery Rate Crosses      Active Cases Lowest In   Weeks,0.0258,0.629,0.182,0.189,POSITIVE
1752,1.28709E+18,RT #DrKafeelKhan must be free to fight #Covid_19 and save the life of young children. Detaining him under NSA is illegal…,0,2,Sat Jul 25 18:26:53 +0000 2020,other,DrKafeelKhan must be free to fight  Covid    and save the life of young children  Detaining him under NSA is illegal,0.0772,0.572,0.209,0.219,POSITIVE
